name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,509,370,29,61,5092937061,Ayasofya,509.2265625,-370.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,511,370,76,61,5117637061,Ayasofya,511.59375,-370.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,518,381,86,61,5188638161,Ayasofya,518.671875,-381.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,525,381,8,61,5250838161,Ayasofya,525.0625,-381.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,529,381,91,61,5299138161,Ayasofya,529.7109375,-381.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,527,381,96,61,5279638161,Ayasofya,527.75,-381.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,532,381,109,61,53210938161,Ayasofya,532.8515625,-381.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,536,381,8,61,5360838161,Ayasofya,536.0625,-381.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,451,409,67,108,45167409108,Ayasofya,451.5234375,-409.15625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,451,406,67,29,4516740629,Ayasofya,451.5234375,-406.7734375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,450,400,67,87,4506740087,Ayasofya,450.5234375,-400.3203125
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,450,398,67,69,4506739869,Ayasofya,450.5234375,-398.4609375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,449,395,67,8,4496739508,Ayasofya,449.5234375,-395.9375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,90.0,446,393,109,61,44610939361,Ayasofya,446.8515625,-393.5234375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,461,373,67,27,4616737327,Ayasofya,461.5234375,-373.7890625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,479,381,67,104,47967381104,Ayasofya,479.5234375,-381.1875
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,479,378,67,19,4796737819,Ayasofya,479.5234375,-378.8515625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,479,376,67,37,4796737637,Ayasofya,479.5234375,-376.7109375
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,486,370,67,110,48667370110,Ayasofya,486.5234375,-370.140625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,486,368,67,32,4866736832,Ayasofya,486.5234375,-368.75
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,486,366,67,67,4866736667,Ayasofya,486.5234375,-366.4765625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,513,375,67,81,5136737581,Ayasofya,513.5234375,-375.3671875
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,513,378,67,110,51367378110,Ayasofya,513.5234375,-378.140625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,520,386,67,123,52067386123,Ayasofya,520.5234375,-386.0390625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,545,376,67,108,54567376108,Ayasofya,545.5234375,-376.15625
Ayasofya Banner Post,0,WOD_Ayasofya_BannerPost_01,,545,370,67,47,5456737047,Ayasofya,545.5234375,-370.6328125
