name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,rotYaxis,heightOffset,gisX,gisY
Mountain,3,WOD_Mountain_Brown_05,632,307,120,104,632120307104,Dragontail Mountains,-41,-37,632.9375,-307.1875
Mountain,3,WOD_Mountain_Brown_06,631,307,26,8,6312630708,Dragontail Mountains,-114,-74,631.203125,-307.9375
Mountain,3,WOD_Mountain_Brown_07,634,309,68,55,6346830955,Dragontail Mountains,165,-24,634.53125,-309.5703125
Mountain,3,WOD_Mountain_Brown_08,636,307,91,74,6369130774,Dragontail Mountains,-76,-15,636.7109375,-307.421875
Mountain,3,WOD_Mountain_Brown_09,637,308,108,26,63710830826,Dragontail Mountains,-130,-94,637.84375,-308.796875
Mountain,3,WOD_Mountain_Brown_01,639,307,67,35,6396730735,Dragontail Mountains,-156,-78,639.5234375,-307.7265625
Mountain,3,WOD_Mountain_Brown_02,651,304,77,54,6517730454,Dragontail Mountains,-152,-54,651.6015625,-304.578125
Mountain,3,WOD_Mountain_Brown_03,655,304,12,27,6551230427,Dragontail Mountains,70,-80,655.09375,-304.7890625
Mountain,3,WOD_Mountain_Brown_04,656,305,104,78,65610430578,Dragontail Mountains,-130,-71,656.8125,-305.390625
Mountain,3,WOD_Mountain_Brown_05,660,305,1,28,6600130528,Dragontail Mountains,-161,-10,660.0078125,-305.78125
Mountain,3,WOD_Mountain_Brown_06,661,309,123,90,66112330990,Dragontail Mountains,-123,-87,661.9609375,-309.296875
Mountain,3,WOD_Mountain_Brown_07,660,309,8,40,6600830940,Dragontail Mountains,-135,-84,660.0625,-309.6875
Mountain,3,WOD_Mountain_Brown_08,657,307,127,29,65712730729,Dragontail Mountains,109,-73,657.9921875,-307.7734375
Mountain,3,WOD_Mountain_Brown_09,657,310,26,42,6572631042,Dragontail Mountains,70,-71,657.203125,-310.671875
Mountain,3,WOD_Mountain_Brown_01,651,308,97,88,6519730888,Dragontail Mountains,-100,-85,651.7578125,-308.3125
Mountain,3,WOD_Mountain_Brown_02,662,314,8,108,66208314108,Dragontail Mountains,-51,-68,662.0625,-314.15625
Mountain,3,WOD_Mountain_Brown_03,669,312,81,119,66981312119,Dragontail Mountains,-87,-43,669.6328125,-312.0703125
Mountain,3,WOD_Mountain_Brown_04,665,314,60,86,6656031486,Dragontail Mountains,-136,-40,665.46875,-314.328125
Mountain,3,WOD_Mountain_Brown_05,669,316,95,104,66995316104,Dragontail Mountains,-142,-21,669.7421875,-316.1875
Mountain,3,WOD_Mountain_Brown_06,671,315,35,84,6713531584,Dragontail Mountains,-98,-36,671.2734375,-315.34375
Mountain,3,WOD_Mountain_Brown_07,668,319,26,106,66826319106,Dragontail Mountains,143,-92,668.203125,-319.171875
Mountain,3,WOD_Mountain_Brown_08,670,321,22,52,6702232152,Dragontail Mountains,15,-100,670.171875,-321.59375
Mountain,3,WOD_Mountain_Brown_09,674,319,28,104,67428319104,Dragontail Mountains,-75,-42,674.21875,-319.1875
Mountain,3,WOD_Mountain_Brown_01,675,321,56,5,6755632105,Dragontail Mountains,-75,-31,675.4375,-321.9609375
Mountain,3,WOD_Mountain_Brown_02,676,323,109,10,67610932310,Dragontail Mountains,-5,-59,676.8515625,-323.921875
Mountain,3,WOD_Mountain_Brown_03,673,325,88,110,67388325110,Dragontail Mountains,73,-41,673.6875,-325.140625
Mountain,3,WOD_Mountain_Brown_04,669,326,88,40,6698832640,Dragontail Mountains,35,-88,669.6875,-326.6875
Mountain,3,WOD_Mountain_Brown_05,661,320,91,73,6619132073,Dragontail Mountains,-64,-63,661.7109375,-320.4296875
Mountain,3,WOD_Mountain_Brown_06,661,319,73,17,6617331917,Dragontail Mountains,-154,-10,661.5703125,-319.8671875
Mountain,3,WOD_Mountain_Brown_08,647,313,86,56,6478631356,Dragontail Mountains,-16,-23,647.671875,-313.5625
Mountain,3,WOD_Mountain_Brown_09,641,314,93,118,64193314118,Dragontail Mountains,146,-39,641.7265625,-314.078125
Mountain,3,WOD_Mountain_Brown_01,636,314,19,105,63619314105,Dragontail Mountains,132,-29,636.1484375,-314.1796875
Mountain,3,WOD_Mountain_Brown_02,633,313,93,104,63393313104,Dragontail Mountains,136,-87,633.7265625,-313.1875
Mountain,3,WOD_Mountain_Brown_03,629,315,120,111,629120315111,Dragontail Mountains,68,-10,629.9375,-315.1328125
Mountain,3,WOD_Mountain_Brown_04,627,316,91,17,6279131617,Dragontail Mountains,-72,-89,627.7109375,-316.8671875
Mountain,3,WOD_Mountain_Brown_05,628,315,3,69,6280331569,Dragontail Mountains,-119,-12,628.0234375,-315.4609375
Mountain,3,WOD_Mountain_Brown_07,615,314,38,86,6153831486,Dragontail Mountains,97,-7,615.296875,-314.328125
Mountain,3,WOD_Mountain_Brown_08,613,318,32,72,6133231872,Dragontail Mountains,88,-10,613.25,-318.4375
Mountain,3,WOD_Mountain_Brown_09,613,319,83,101,61383319101,Dragontail Mountains,-60,-46,613.6484375,-319.2109375
Mountain,3,WOD_Mountain_Brown_01,609,319,78,4,6097831904,Dragontail Mountains,-71,-50,609.609375,-319.96875
Mountain,3,WOD_Mountain_Brown_02,609,323,28,97,6092832397,Dragontail Mountains,122,-10,609.21875,-323.2421875
Mountain,3,WOD_Mountain_Brown_03,609,326,36,37,6093632637,Dragontail Mountains,-30,-22,609.28125,-326.7109375
Mountain,3,WOD_Mountain_Brown_04,626,323,68,90,6266832390,Dragontail Mountains,-118,-97,626.53125,-323.296875
Mountain,3,WOD_Mountain_Brown_05,620,324,23,122,62023324122,Dragontail Mountains,-4,-66,620.1796875,-324.046875
Mountain,3,WOD_Mountain_Brown_06,618,325,36,65,6183632565,Dragontail Mountains,25,-20,618.28125,-325.4921875
Mountain,3,WOD_Mountain_Brown_07,621,327,14,27,6211432727,Dragontail Mountains,-83,-83,621.109375,-327.7890625
Mountain,3,WOD_Mountain_Brown_08,606,315,23,60,6062331560,Dragontail Mountains,-13,-76,606.1796875,-315.53125
Mountain,3,WOD_Mountain_Brown_09,606,315,97,42,6069731542,Dragontail Mountains,129,-89,606.7578125,-315.671875
Mountain,3,WOD_Mountain_Brown_01,604,310,36,59,6043631059,Dragontail Mountains,154,-58,604.28125,-310.5390625
Mountain,3,WOD_Mountain_Brown_02,605,312,50,15,6055031215,Dragontail Mountains,60,-88,605.390625,-312.8828125
Mountain,3,WOD_Mountain_Brown_03,601,311,12,9,6011231109,Dragontail Mountains,-148,-96,601.09375,-311.9296875
Mountain,3,WOD_Mountain_Brown_04,599,315,82,72,5998231572,Dragontail Mountains,-12,-87,599.640625,-315.4375
Mountain,3,WOD_Mountain_Brown_05,603,318,26,77,6032631877,Dragontail Mountains,-26,-10,603.203125,-318.3984375
Mountain,3,WOD_Mountain_Brown_06,596,319,54,91,5965431991,Dragontail Mountains,-36,-1,596.421875,-319.2890625
Mountain,3,WOD_Mountain_Brown_07,594,318,90,61,5949031861,Dragontail Mountains,109,-30,594.703125,-318.5234375
Mountain,3,WOD_Mountain_Brown_08,588,317,122,113,588122317113,Dragontail Mountains,174,-51,588.953125,-317.1171875
Mountain,3,WOD_Mountain_Brown_09,590,325,9,69,5900932569,Dragontail Mountains,149,-12,590.0703125,-325.4609375
Mountain,3,WOD_Mountain_Brown_01,592,324,59,52,5925932452,Dragontail Mountains,53,-45,592.4609375,-324.59375
Mountain,3,WOD_Mountain_Brown_03,599,324,100,40,59910032440,Dragontail Mountains,-19,-54,599.78125,-324.6875
Mountain,3,WOD_Mountain_Brown_04,592,328,63,24,5926332824,Dragontail Mountains,89,-29,592.4921875,-328.8125
Mountain,3,WOD_Mountain_Brown_05,593,334,1,90,5930133490,Dragontail Mountains,-130,-64,593.0078125,-334.296875
Mountain,3,WOD_Mountain_Brown_06,591,333,19,20,5911933320,Dragontail Mountains,-17,-34,591.1484375,-333.84375
Mountain,3,WOD_Mountain_Brown_08,601,331,78,74,6017833174,Dragontail Mountains,-178,-8,601.609375,-331.421875
Mountain,3,WOD_Mountain_Brown_09,603,328,72,8,6037232808,Dragontail Mountains,93,-94,603.5625,-328.9375
Mountain,3,WOD_Mountain_Brown_01,604,334,15,113,60415334113,Dragontail Mountains,-130,-89,604.1171875,-334.1171875
Mountain,3,WOD_Mountain_Brown_02,616,330,13,116,61613330116,Dragontail Mountains,-118,-69,616.1015625,-330.09375
Mountain,3,WOD_Mountain_Brown_03,619,331,26,55,6192633155,Dragontail Mountains,-150,-80,619.203125,-331.5703125
Mountain,3,WOD_Mountain_Brown_04,627,329,50,100,62750329100,Dragontail Mountains,54,-56,627.390625,-329.21875
Mountain,3,WOD_Mountain_Brown_05,633,330,68,82,6336833082,Dragontail Mountains,54,-97,633.53125,-330.359375
Mountain,3,WOD_Mountain_Brown_06,631,324,110,111,631110324111,Dragontail Mountains,112,-39,631.859375,-324.1328125
Mountain,3,WOD_Mountain_Brown_08,637,330,45,18,6374533018,Dragontail Mountains,-58,-9,637.3515625,-330.859375
Mountain,3,WOD_Mountain_Brown_09,636,335,124,97,63612433597,Dragontail Mountains,31,-31,636.96875,-335.2421875
Mountain,3,WOD_Mountain_Brown_01,636,332,109,19,63610933219,Dragontail Mountains,-77,-92,636.8515625,-332.8515625
Mountain,3,WOD_Mountain_Brown_02,638,339,8,110,63808339110,Dragontail Mountains,-2,-63,638.0625,-339.140625
Mountain,3,WOD_Mountain_Brown_03,633,340,72,83,6337234083,Dragontail Mountains,113,-95,633.5625,-340.3515625
Mountain,3,WOD_Mountain_Brown_04,636,339,10,3,6361033903,Dragontail Mountains,-73,-64,636.078125,-339.9765625
Mountain,3,WOD_Mountain_Brown_05,630,337,47,88,6304733788,Dragontail Mountains,55,-62,630.3671875,-337.3125
Mountain,3,WOD_Mountain_Brown_06,632,334,37,105,63237334105,Dragontail Mountains,-39,-41,632.2890625,-334.1796875
Mountain,3,WOD_Mountain_Brown_07,626,336,27,70,6262733670,Dragontail Mountains,58,-60,626.2109375,-336.453125
Mountain,3,WOD_Mountain_Brown_08,624,332,13,32,6241333232,Dragontail Mountains,-57,-16,624.1015625,-332.75
Mountain,3,WOD_Mountain_Brown_09,625,334,28,65,6252833465,Dragontail Mountains,116,-32,625.21875,-334.4921875
Mountain,3,WOD_Mountain_Brown_01,622,339,35,118,62235339118,Dragontail Mountains,76,-16,622.2734375,-339.078125
Mountain,3,WOD_Mountain_Brown_02,618,334,6,9,6180633409,Dragontail Mountains,75,-70,618.046875,-334.9296875
Mountain,3,WOD_Mountain_Brown_03,618,333,82,45,6188233345,Dragontail Mountains,-67,-48,618.640625,-333.6484375
Mountain,3,WOD_Mountain_Brown_05,613,338,83,56,6138333856,Dragontail Mountains,-134,-74,613.6484375,-338.5625
Mountain,3,WOD_Mountain_Brown_06,614,335,78,18,6147833518,Dragontail Mountains,45,-62,614.609375,-335.859375
Mountain,3,WOD_Mountain_Brown_07,609,339,70,58,6097033958,Dragontail Mountains,-31,-19,609.546875,-339.546875
Mountain,3,WOD_Mountain_Brown_08,610,343,113,58,61011334358,Dragontail Mountains,109,-47,610.8828125,-343.546875
Mountain,3,WOD_Mountain_Brown_09,618,344,125,15,61812534415,Dragontail Mountains,104,-28,618.9765625,-344.8828125
Mountain,3,WOD_Mountain_Brown_01,638,342,125,82,63812534282,Dragontail Mountains,-172,-75,638.9765625,-342.359375
Mountain,3,WOD_Mountain_Brown_03,643,328,92,90,6439232890,Dragontail Mountains,59,0,643.71875,-328.296875
Mountain,3,WOD_Mountain_Brown_04,640,323,115,29,64011532329,Dragontail Mountains,3,-60,640.8984375,-323.7734375
Mountain,3,WOD_Mountain_Brown_05,646,328,110,73,64611032873,Dragontail Mountains,79,-81,646.859375,-328.4296875
Mountain,3,WOD_Mountain_Brown_06,650,333,125,106,650125333106,Dragontail Mountains,32,-93,650.9765625,-333.171875
Mountain,3,WOD_Mountain_Brown_07,652,323,92,22,6529232322,Dragontail Mountains,91,-87,652.71875,-323.828125
Mountain,3,WOD_Mountain_Brown_08,651,322,18,92,6511832292,Dragontail Mountains,-94,-56,651.140625,-322.28125
Mountain,3,WOD_Mountain_Brown_09,639,318,41,115,63941318115,Dragontail Mountains,-25,-37,639.3203125,-318.1015625
Mountain,3,WOD_Mountain_Brown_01,644,318,87,32,6448731832,Dragontail Mountains,-132,-16,644.6796875,-318.75
Mountain,3,WOD_Mountain_Brown_02,656,314,113,45,65611331445,Dragontail Mountains,120,-18,656.8828125,-314.6484375
Mountain,3,WOD_Mountain_Brown_03,655,317,108,99,65510831799,Dragontail Mountains,121,-35,655.84375,-317.2265625
Mountain,3,WOD_Mountain_Brown_04,655,320,52,122,65552320122,Dragontail Mountains,29,-31,655.40625,-320.046875
Mountain,3,WOD_Mountain_Brown_05,656,325,55,55,6565532555,Dragontail Mountains,-108,-91,656.4296875,-325.5703125
Mountain,3,WOD_Mountain_Brown_06,659,327,100,33,65910032733,Dragontail Mountains,-126,-42,659.78125,-327.7421875
Mountain,3,WOD_Mountain_Brown_07,659,325,5,3,6590532503,Dragontail Mountains,36,-61,659.0390625,-325.9765625
Mountain,3,WOD_Mountain_Brown_08,622,346,33,81,6223334681,Dragontail Mountains,-35,-82,622.2578125,-346.3671875
Mountain,3,WOD_Mountain_Brown_09,612,347,69,115,61269347115,Dragontail Mountains,-53,-49,612.5390625,-347.1015625
Mountain,3,WOD_Mountain_Brown_01,619,350,14,41,6191435041,Dragontail Mountains,65,-30,619.109375,-350.6796875
Mountain,3,WOD_Mountain_Brown_02,616,352,26,88,6162635288,Dragontail Mountains,-107,-75,616.203125,-352.3125
Mountain,3,WOD_Mountain_Brown_03,623,350,22,1,6232235001,Dragontail Mountains,152,-6,623.171875,-350.9921875
Mountain,3,WOD_Mountain_Brown_04,626,352,101,27,62610135227,Dragontail Mountains,-4,-13,626.7890625,-352.7890625
Mountain,3,WOD_Mountain_Brown_05,625,350,106,36,62510635036,Dragontail Mountains,147,-43,625.828125,-350.71875
Mountain,3,WOD_Mountain_Brown_06,630,342,6,33,6300634233,Dragontail Mountains,-18,-67,630.046875,-342.7421875
Mountain,3,WOD_Mountain_Brown_07,630,339,76,15,6307633915,Dragontail Mountains,-32,-7,630.59375,-339.8828125
Mountain,3,WOD_Mountain_Brown_08,654,329,105,14,65410532914,Dragontail Mountains,-79,-74,654.8203125,-329.890625
Mountain,3,WOD_Mountain_Brown_09,653,325,44,29,6534432529,Dragontail Mountains,143,-49,653.34375,-325.7734375
Mountain,3,WOD_Mountain_Brown_01,648,321,40,81,6484032181,Dragontail Mountains,31,-27,648.3125,-321.3671875
Mountain,3,WOD_Mountain_Brown_02,657,332,118,17,65711833217,Dragontail Mountains,140,-12,657.921875,-332.8671875
Mountain,3,WOD_Mountain_Brown_03,661,334,109,63,66110933463,Dragontail Mountains,-1,-9,661.8515625,-334.5078125
Mountain,3,WOD_Mountain_Brown_04,664,331,114,47,66411433147,Dragontail Mountains,87,-45,664.890625,-331.6328125
Mountain,3,WOD_Mountain_Brown_05,662,331,50,58,6625033158,Dragontail Mountains,-21,-47,662.390625,-331.546875
Mountain,3,WOD_Mountain_Brown_06,665,335,122,40,66512233540,Dragontail Mountains,-105,-43,665.953125,-335.6875
Mountain,3,WOD_Mountain_Brown_07,664,339,77,41,6647733941,Dragontail Mountains,11,-94,664.6015625,-339.6796875
Mountain,3,WOD_Mountain_Brown_08,658,335,111,24,65811133524,Dragontail Mountains,59,-18,658.8671875,-335.8125
Mountain,3,WOD_Mountain_Brown_09,659,343,64,77,6596434377,Dragontail Mountains,-103,-56,659.5,-343.3984375
Mountain,3,WOD_Mountain_Brown_01,669,340,118,29,66911834029,Dragontail Mountains,-160,-52,669.921875,-340.7734375
Mountain,3,WOD_Mountain_Brown_02,650,341,119,104,650119341104,Dragontail Mountains,79,-46,650.9296875,-341.1875
Mountain,3,WOD_Mountain_Brown_03,652,338,27,6,6522733806,Dragontail Mountains,-30,-76,652.2109375,-338.953125
Mountain,3,WOD_Mountain_Brown_04,654,337,15,35,6541533735,Dragontail Mountains,-59,-58,654.1171875,-337.7265625
Mountain,3,WOD_Mountain_Brown_05,654,343,10,116,65410343116,Dragontail Mountains,143,-77,654.078125,-343.09375
Mountain,3,WOD_Mountain_Brown_06,648,341,116,22,64811634122,Dragontail Mountains,-162,-68,648.90625,-341.828125
Mountain,3,WOD_Mountain_Brown_07,655,345,86,28,6558634528,Dragontail Mountains,-128,-1,655.671875,-345.78125
Mountain,3,WOD_Mountain_Brown_08,659,347,90,105,65990347105,Dragontail Mountains,112,-53,659.703125,-347.1796875
Mountain,3,WOD_Mountain_Brown_09,665,349,65,88,6656534988,Dragontail Mountains,45,-39,665.5078125,-349.3125
Mountain,3,WOD_Mountain_Brown_02,655,350,19,12,6551935012,Dragontail Mountains,146,-61,655.1484375,-350.90625
Mountain,3,WOD_Mountain_Brown_04,598,338,20,47,5982033847,Dragontail Mountains,42,-80,598.15625,-338.6328125
Mountain,3,WOD_Mountain_Brown_05,602,340,50,97,6025034097,Dragontail Mountains,-127,-21,602.390625,-340.2421875
Mountain,3,WOD_Mountain_Brown_06,604,342,19,4,6041934204,Dragontail Mountains,-99,-45,604.1484375,-342.96875
Mountain,3,WOD_Mountain_Brown_07,600,338,40,60,6004033860,Dragontail Mountains,161,-20,600.3125,-338.53125
Mountain,3,WOD_Mountain_Brown_08,598,342,113,33,59811334233,Dragontail Mountains,-32,-3,598.8828125,-342.7421875
Mountain,3,WOD_Mountain_Brown_09,599,347,106,118,599106347118,Dragontail Mountains,-9,-78,599.828125,-347.078125
Mountain,3,WOD_Mountain_Brown_01,606,349,68,108,60668349108,Dragontail Mountains,-36,-39,606.53125,-349.15625
Mountain,3,WOD_Mountain_Brown_02,609,351,58,41,6095835141,Dragontail Mountains,176,-38,609.453125,-351.6796875
Mountain,3,WOD_Mountain_Brown_03,602,352,27,96,6022735296,Dragontail Mountains,-162,-71,602.2109375,-352.25
Mountain,3,WOD_Mountain_Brown_04,600,349,54,29,6005434929,Dragontail Mountains,133,-46,600.421875,-349.7734375
Mountain,3,WOD_Mountain_Brown_05,607,355,45,87,6074535587,Dragontail Mountains,-147,-35,607.3515625,-355.3203125
Mountain,3,WOD_Mountain_Brown_06,611,358,55,83,6115535883,Dragontail Mountains,90,-71,611.4296875,-358.3515625
Mountain,3,WOD_Mountain_Brown_07,609,357,10,23,6091035723,Dragontail Mountains,-144,-11,609.078125,-357.8203125
Mountain,3,WOD_Mountain_Brown_08,612,357,90,96,6129035796,Dragontail Mountains,-22,-46,612.703125,-357.25
Mountain,3,WOD_Mountain_Brown_09,619,353,86,61,6198635361,Dragontail Mountains,12,-9,619.671875,-353.5234375
Mountain,3,WOD_Mountain_Brown_01,615,358,64,83,6156435883,Dragontail Mountains,48,-41,615.5,-358.3515625
